10Percentile,90Percentile,Energy,Entropy,InterquartileRange,Kurtosis,Maximum,MeanAbsoluteDeviation,Mean,Median,Minimum,Range,RobustMeanAbsoluteDeviation,RootMeanSquared,Skewness,TotalEnergy,Uniformity,Variance,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum2DDiameterColumn,Maximum2DDiameterRow,Maximum2DDiameterSlice,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Autocorrelation,ClusterProminence,ClusterShade,ClusterTendency,Contrast,Correlation,DifferenceAverage,DifferenceEntropy,DifferenceVariance,Id,Idm,Idmn,Idn,Imc1,Imc2,InverseVariance,JointAverage,JointEnergy,JointEntropy,MCC,MaximumProbability,SumAverage,SumEntropy,SumSquares,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelZoneEmphasis,LargeAreaEmphasis,LargeAreaHighGrayLevelEmphasis,LargeAreaLowGrayLevelEmphasis,LowGrayLevelZoneEmphasis,SizeZoneNonUniformity,SizeZoneNonUniformityNormalized,SmallAreaEmphasis,SmallAreaHighGrayLevelEmphasis,SmallAreaLowGrayLevelEmphasis,ZoneEntropy,ZonePercentage,ZoneVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis,Busyness,Coarseness,Complexity,Strength,DependenceEntropy,DependenceNonUniformity,DependenceNonUniformityNormalized,DependenceVariance,HighGrayLevelEmphasis,LargeDependenceEmphasis,LargeDependenceHighGrayLevelEmphasis,LargeDependenceLowGrayLevelEmphasis,LowGrayLevelEmphasis,SmallDependenceEmphasis,SmallDependenceHighGrayLevelEmphasis,SmallDependenceLowGrayLevelEmphasis,Label
34,98,8040108246,1.93735222,36,2.443178147,120,19.45534273,71.54401573,76,8,112,14.44821764,75.32757588,-0.644769266,6701456732,0.308649788,555.6975018,0.798918827,0.684356188,100.406194,146.7162798,165.186509,162.142545,134.5904618,165.5961659,1180695.692,117.2143981,0.726882492,74321.06116,0.062946839,1181030.83,12.24806963,33.95421261,-4.024294306,3.420742686,0.024623985,0.817661471,0.321983661,0.949814426,0.23594059,0.842431193,0.84107838,0.986988201,0.946827012,-0.398218298,0.880255377,0.304127403,3.38799628,0.184564125,3.066813506,0.822127576,0.36148662,6.77599256,2.693774505,0.940857132,437340.6995,0.254885738,0.972477545,10.86148867,396300023.8,5358432396,35115951.7,0.499543869,280.4834951,0.181542715,0.430808893,4.845393994,0.20618475,5.33511899,0.001090372,395458917.5,10.89031108,22.08920043,304.2717857,2.532861077,0.179679614,4.779643012,103910.1183,0.219192797,0.325015727,11.77754703,0.440567472,4.267591591,0.093832256,5991.87191,1.03E-05,2.254300878,8.64E-05,6.056993114,77532.84223,0.054718199,33.22406209,12.25403896,377.3113918,5040.982471,46.88722902,0.147612587,0.005240095,0.056192195,0.001333698,1
37,137,15642260428,2.4362087,53,2.440384353,225,29.8546855,94.52454611,101,0,225,22.15348912,101.25065,-0.615800944,12897074944,0.203951242,1316.804304,0.79955921,0.678623047,102.3089178,150.7595685,165.6414556,170.3442403,138.1509269,172.938926,1257772.642,120.5412014,0.714592202,78854.64503,0.062693878,1258043.284,20.61576778,156.631633,-13.98986914,7.859867986,0.01603793,0.8402174,0.505769375,1.282404236,0.418658076,0.773758054,0.764574911,0.993388855,0.955313824,-0.36480845,0.905518743,0.376196578,4.338330113,0.095374122,3.951339368,0.845690099,0.192442741,8.676660225,3.263547719,2.135347089,311193.2927,0.192085622,2.195835271,24.76462548,127177557.2,3069699852,7408111.257,0.280311613,866.5046473,0.236879346,0.494719457,12.84170838,0.119085811,5.592672104,0.002397396,127003568.7,17.18918993,12.09354235,319.3951946,1.101525396,0.142622008,4.586671021,230352.3491,0.33815364,0.439214,6.659818789,0.593063421,9.023613101,0.091307456,1674.741423,1.07E-05,16.0842493,0.000474275,6.64057265,69083.59417,0.045276313,41.99983714,20.66273589,284.7498227,7176.290769,28.59514486,0.123639309,0.010027633,0.168751959,0.001800768,1
26,116,10959025397,2.231101462,53,1.961821573,173,27.43280268,78.00922571,84,5,168,21.98071704,84.35370735,-0.43393537,10959025397,0.233239962,1030.108648,0.863621166,0.682816953,107.4522796,157.3661567,165.1575006,177.2794404,153.1828972,179.6830543,1539920.125,135.9047438,0.697423709,92466.88215,0.060046544,1540152,14.71114277,87.38445923,-8.943966398,6.284950975,0.02287097,0.854330287,0.409084309,1.125137997,0.321118336,0.808974586,0.803875582,0.99034825,0.950016862,-0.400436023,0.907544944,0.340272142,3.641866004,0.126012227,3.546187536,0.856930682,0.264462838,7.283732008,3.01481654,1.694569013,359224.9938,0.219674932,1.724156308,19.26738883,153782463.7,2736443984,13518281.62,0.296662916,898.2234892,0.256050025,0.516619051,10.29107148,0.136863709,5.185879984,0.002277697,153589707.6,12.07681677,18.19334652,343.5877748,2.484857332,0.191884383,4.603814838,176474.7411,0.29408436,0.381384485,10.86148337,0.545940276,5.802456533,0.111841918,3120.545089,1.10E-05,5.809711909,0.000191747,6.332235393,78185.08213,0.050764523,42.25111405,14.75730772,334.1142861,5863.765973,50.87332083,0.171464897,0.007950059,0.104242132,0.001839973,1
30,116,10769770010,2.187334492,50,2.074703872,164,25.95657033,79.65347209,86,6,158,20.40725881,85.35479991,-0.477600559,10769770010,0.24279128,940.7662516,0.804516323,0.683778321,107.8206599,157.6836476,160.0312469,176.283862,151.7432041,178.7680061,1478094.583,126.8590685,0.731740593,85755.46243,0.058017574,1478259,15.05401821,74.97895702,-8.018667856,5.642289532,0.020775239,0.841499939,0.403508855,1.117784503,0.317913435,0.811343524,0.806412246,0.990504254,0.950679023,-0.392123098,0.900552173,0.336896735,3.710083407,0.131372896,3.494689842,0.844949812,0.262327691,7.420166815,2.971384979,1.531886942,358908.3952,0.227958739,1.557866942,17.20212156,149265642,2653186459,11757411.62,0.386332734,894.353211,0.256408604,0.519748646,9.22309825,0.188171384,5.213782639,0.002359532,149086024.8,12.38536266,18.78771016,364.0577803,2.11588555,0.1715553,4.588257304,163894.1847,0.288263961,0.376727519,11.29401338,0.539211235,5.8816012,0.101251378,3057.246785,1.09E-05,5.833178847,0.000191411,6.275322523,75567.40091,0.051119189,41.84929092,15.10212351,337.8642234,6043.243157,42.99745914,0.148502389,0.007926693,0.103437659,0.001849211,1
34,111,9475513797,2.099112451,44,2.323106584,134,23.58269095,79.65644609,86,6,128,18.01910537,84.49151048,-0.665001424,9475513797,0.256582813,793.6659381,0.81334355,0.709453852,106.203573,149.697648,159.5242928,169.2483382,145.8903698,170.5784277,1327143.792,121.7556165,0.739837172,78939.30461,0.059480597,1327323,15.22785,65.27515468,-7.847512088,5.045535817,0.025216317,0.840583482,0.370700062,1.067494644,0.295071016,0.825225529,0.821222907,0.988499809,0.948198744,-0.40472673,0.898564362,0.316769331,3.75173726,0.145369794,3.317111538,0.842473878,0.26521951,7.50347452,2.845486362,1.370499741,340568.2697,0.240986608,1.407368025,8.457551826,220721396.9,3920192212,16815713.68,0.549570445,496.6762093,0.24515114,0.506720853,5.099035019,0.239705918,5.109521092,0.001526381,220292182.4,12.17037758,21.91154825,428.1326234,2.255383487,0.165426202,4.599371927,126566.3158,0.264678318,0.35214917,13.26864265,0.510359462,5.247029239,0.097091624,3554.93853,1.18E-05,3.813469586,0.00014706,6.111013349,76346.90471,0.057519462,40.97161851,15.23419243,359.3842938,6467.218933,41.14645876,0.137026795,0.006739686,0.075214345,0.001657356,1
29,113,10222369418,2.172897753,51,2.047201179,133,26.00728032,77.59464985,84,5,128,20.50160886,83.37960068,-0.503729079,10222369418,0.239081442,931.2281251,0.844026319,0.674000902,105.14025,155.9942273,166.7693017,175.6843761,147.4889826,180.5713156,1470077.25,131.6632335,0.717238489,87172.72898,0.05929806,1470388,14.68926874,76.0181969,-8.125989993,5.796856883,0.027818964,0.857532723,0.380238875,1.073945334,0.295025599,0.820207534,0.816257904,0.988281078,0.946804795,-0.417523648,0.909918094,0.327288572,3.653903065,0.134334563,3.410060249,0.859607168,0.269244419,7.30780613,2.925567871,1.560224957,351542.4829,0.229787361,1.602299406,9.275287356,294890686,5136746395,27649325.53,0.540074393,472.7298851,0.271683842,0.537542762,5.987239438,0.24840922,5.058155087,0.001183361,294176575.5,11.51431424,22.15020229,436.0824106,2.363303267,0.19336512,4.599230007,153298.9067,0.281059519,0.362111748,13.95177865,0.528684554,5.245995131,0.111732991,3698.059444,1.20E-05,3.632342634,0.000142049,6.14711022,90005.54533,0.061212105,41.58606694,14.69312998,350.8216172,6233.136191,46.02285873,0.160679827,0.006557311,0.071351416,0.001733823,1
23,123,11312626340,2.457615365,60,1.984275178,201,30.88963702,80.04863173,87,1,200,24.40514278,87.83967932,-0.415822061,11312626340,0.197195328,1308.02582,0.834342087,0.699362496,108.1314747,154.6143457,168.2379268,175.5704987,147.6109752,178.2161609,1465989.792,129.0012558,0.720984916,86558.93605,0.059044706,1466162,15.90674901,138.6057733,-9.45465401,8.036883843,0.019409783,0.856656185,0.489007065,1.232455266,0.374005118,0.776029354,0.768553753,0.992577203,0.952265842,-0.381803752,0.915431952,0.386363863,3.748661847,0.088350842,3.959873787,0.859233906,0.201337126,7.497323693,3.312093086,2.164220945,289120.2967,0.1926279,2.19944729,18.04571904,173310184.5,3082243166,21055669.22,0.358015694,572.833749,0.238085515,0.496843302,9.522725523,0.156346965,5.319446615,0.001641019,172938843.7,14.26598617,11.48231027,206.3816384,2.413565411,0.179573383,4.595091997,216770.6494,0.329945434,0.439591627,6.008786158,0.583318323,7.569942141,0.105647675,2188.035621,1.15E-05,12.23465318,0.00040669,6.685293602,69310.23327,0.047273244,38.05189805,15.98134176,280.4960339,5093.328501,56.27003824,0.186467476,0.008800513,0.123480708,0.001897495,1
25,102,7869775242,2.196430877,44,2.009590936,132,23.55425445,67.41678792,71,7,125,18.38356855,72.89586642,-0.270946703,6580415621,0.236538715,768.7840476,0.773669892,0.691706131,104.3169571,150.8110922,172.6949199,173.3387175,143.805322,176.585328,1238213.34,116.6780014,0.680666173,81924.46405,0.066163448,1238361.724,11.60456665,59.75389984,-3.929646813,5.124161774,0.023135442,0.867017275,0.338269875,0.977629467,0.246768869,0.835252348,0.83352671,0.990249804,0.952148703,-0.447867928,0.924004816,0.315441287,3.22718403,0.124745902,3.398013033,0.869448957,0.246959008,6.454368059,2.9954244,1.372262032,350315.0191,0.245843468,1.381382752,8.434281843,339870898.8,4243160099,41432138.95,0.56676961,266.2059621,0.180356343,0.427094586,4.0206601,0.223995025,5.566628072,0.000996621,338864105.4,10.64446218,20.408231,248.6534525,5.161872072,0.190589025,4.795748689,119408.8846,0.230777987,0.338869889,10.8429823,0.452782586,4.356453864,0.091393293,4797.422672,1.17E-05,3.483464771,0.000141484,6.342418625,84654.95708,0.05716048,32.79888012,11.63573047,363.6525299,4533.690179,77.64880554,0.200125133,0.005232802,0.053179273,0.00136156,1
29,107,11304236078,2.175098694,47,2.030874381,155,24.3970249,74.59904481,81,7,148,19.26315032,79.86158052,-0.493568566,9425122404,0.237796504,812.8545575,0.82048228,0.684176831,107.314129,156.8514515,173.7553123,175.0986213,145.4603237,178.5826277,1477605.095,128.6938365,0.715481002,87684.92558,0.059342598,1477784.807,13.82940875,65.7357158,-6.262032591,5.386255233,0.018341146,0.856004232,0.372719143,1.041343811,0.274431483,0.821028437,0.818126329,0.991753979,0.95403021,-0.420687851,0.911862636,0.334303266,3.547844949,0.125562002,3.415938471,0.856569834,0.227204377,7.095689899,2.962167722,1.450958799,421474.09,0.237415054,1.474823516,7.829192547,454389776.8,7158480627,40589144.22,0.57486102,278.5229814,0.172995641,0.415169572,3.626107584,0.219674594,5.648037937,0.000908365,453177842.5,11.51453691,18.01921941,311.5310571,2.315290555,0.181038978,4.640102411,170878.6136,0.259174521,0.362438646,9.804811692,0.498727108,4.970396115,0.09774747,3820.068123,9.46E-06,5.588243395,0.000172567,6.264587513,95806.90381,0.054054442,36.15738938,13.86256323,345.0940886,5574.83343,48.96648271,0.160257238,0.005758193,0.062244736,0.001392938,1
33,105,9357522259,2.12102337,40,2.33686475,136,21.86623309,75.39669241,81,5,131,16.46375423,79.85865871,-0.621018232,7799525655,0.252131976,692.7441442,0.829353568,0.713318341,103.4028215,144.9602732,155.779769,164.8322615,140.2586345,168.8402646,1222767.118,120.2233198,0.720891194,76708.51439,0.062733544,1222993.553,13.99747277,55.91783327,-5.678338595,4.690748584,0.02233308,0.852637673,0.342319837,0.988683849,0.251890175,0.833834441,0.831871158,0.990056132,0.951635706,-0.430463424,0.911064668,0.316340345,3.594147455,0.139390531,3.296843182,0.85334882,0.265270353,7.18829491,2.890267273,1.265845214,369951.4841,0.240339722,1.305215423,6.940585774,450394619.1,6953510359,39817990.89,0.582914691,226.1782427,0.189270496,0.437913627,3.247330473,0.239016967,5.310709314,0.000814425,448886978.3,11.63132965,20.18209856,344.1540211,2.220401515,0.177642916,4.756730961,120721.8389,0.235148832,0.340316068,10.78623111,0.464735461,4.577808675,0.096417786,4157.29993,1.11E-05,3.614075298,0.000134646,6.22796375,81845.19339,0.05577972,34.67721289,13.98490077,364.1644109,5839.784127,44.2528826,0.146131,0.005382037,0.057435162,0.001377888,1
26,92,7092915604,1.86120468,40,1.992998395,112,20.63480061,64.05833625,69,5,107,16.26675808,68.44508819,-0.467349342,5964894072,0.303928766,581.2596542,0.805423505,0.705120364,104.6562521,148.4232443,163.2373993,171.7067978,140.7962179,173.6596425,1273020.189,119.5435697,0.712378482,79737.66722,0.062636609,1273263.123,10.22737521,30.38123695,-4.402790329,3.599076667,0.021866698,0.841083992,0.289049538,0.908795763,0.224286129,0.859017917,0.857613535,0.988233294,0.952332686,-0.4338938,0.890124152,0.270539168,3.066787657,0.194723186,2.890928635,0.842338445,0.360960968,6.133575313,2.549929642,0.977377312,460163.3483,0.285949393,0.994890193,8.303030303,566962143.2,6878563671,68943712.74,0.576650742,233.5765766,0.191299408,0.436645646,4.130157108,0.215289139,5.226844404,0.000806446,565424522.9,8.162422954,34.74879055,451.4208152,5.101159372,0.23972517,4.688111052,98844.00741,0.216948086,0.292385832,21.9608587,0.442237532,3.074636898,0.11983071,5572.877065,1.11E-05,2.120281067,9.01E-05,5.682515196,122440.6774,0.080869639,37.2033305,10.2513061,413.4845071,4845.240466,71.94758543,0.199487116,0.004767161,0.039262036,0.001463655,1
26,98,8938975016,2.057825354,43,2.083010365,150,22.2686784,68.20302806,74,3,147,17.49170971,73.07293243,-0.508476403,6933470592,0.276327405,688.000417,0.776910101,0.648641104,101.5074959,156.492543,154.481404,174.8256939,144.435827,177.8133197,1298243.641,121.5806375,0.682313837,84347.21523,0.064970251,1298487,11.55581674,45.12042907,-4.670360353,4.305575971,0.014781418,0.838852224,0.344198485,0.995039359,0.255016281,0.833285185,0.831173711,0.992538711,0.957427424,-0.41086604,0.898022672,0.316225922,3.251709381,0.16026132,3.243899164,0.842652387,0.334034001,6.503418762,2.830349953,1.170626331,462592.5235,0.239883668,1.199999692,13.48796296,352992066.4,4573654248,39879313.51,0.367244659,438.3435185,0.202936814,0.451845171,6.141068135,0.153558527,5.257997449,0.001290266,352391388.3,9.968897936,21.89129535,300.516267,3.009394012,0.22280218,4.737494639,142420.0249,0.242822895,0.341192895,12.58162281,0.476831957,4.251685033,0.118657535,3906.665019,9.48E-06,5.753025405,0.000187694,6.191515496,90646.11548,0.054147018,36.1512014,11.57968465,364.8112891,4747.904293,57.63821443,0.187219787,0.005853384,0.060723445,0.001597158,1
27,96,7490189798,1.979597871,40,2.174241337,148,21.08749236,66.72206158,72,4,144,16.25408998,71.25355457,-0.51387847,7490189798,0.292142303,625.2355372,0.812356533,0.708979268,110.0720988,155.2543267,161.4465856,170.8156901,152.5057376,177.2850812,1475051.625,126.1218666,0.740044625,84676.78548,0.057405981,1475298,10.99659708,40.34839219,-4.896489032,3.953843602,0.017794786,0.836105113,0.320443056,0.967529109,0.247167763,0.845048737,0.843013191,0.990605421,0.954794325,-0.414040765,0.893036452,0.293281391,3.177470056,0.173342868,3.120850766,0.844427107,0.341382187,6.354940111,2.726389729,1.076659799,430996.9558,0.267424879,1.087472439,12.60728745,253056978.3,3205055354,27893130.74,0.409017994,503.0461538,0.20366241,0.461248721,5.926220373,0.175889122,5.530814398,0.001674238,252700226.9,9.92525976,25.5811356,308.2265458,5.472165263,0.193490087,4.732913491,109653.9066,0.227800316,0.317782473,14.85056418,0.460877124,4.172160894,0.097941044,4433.571359,1.05E-05,3.602421468,0.000136571,6.051315728,89681.68185,0.060788859,37.53256313,11.05967405,388.6323048,4642.439642,73.94460168,0.189531432,0.005880437,0.061680558,0.001489931,1
30,124,10106103465,2.422692863,51,2.268186656,179,27.9834648,83.00316602,88,2,177,21.05003959,89.61669018,-0.461964733,10106103465,0.204590536,1141.625589,0.903619899,0.701328744,100.4495188,143.2274376,161.7436243,161.6168308,147.9628332,164.8817758,1258167.333,129.4231627,0.713825198,78955.88759,0.062754679,1258363,16.60636092,119.2814277,-8.187630706,6.998684676,0.021974688,0.847415259,0.470827206,1.194401103,0.349214029,0.781339007,0.775197931,0.991292709,0.948844226,-0.379640516,0.911630135,0.386789204,3.873105852,0.091062937,3.900101372,0.849311212,0.180108011,7.746211703,3.278181439,1.894002308,257449.1606,0.199122815,1.940377087,16.12929476,143939241.9,2592912011,13014885.32,0.35943781,557.6094033,0.252083817,0.514134103,9.174230785,0.159605813,5.392185743,0.001757839,143615617.2,14.85144351,10.8505007,206.6264511,1.579474814,0.1612263,4.63529189,173359.11,0.311249177,0.433282704,5.191662633,0.561360456,7.598807917,0.094934729,2303.9875,1.30E-05,8.681151267,0.000306075,6.715575146,59969.82026,0.047657012,34.85364293,16.64398111,282.4328441,5348.328452,41.8250469,0.154060757,0.008439871,0.121923196,0.001715473,1
25,103,6901599053,2.216212598,47,2.089747451,164,24.05497701,68.07651051,72,1,163,18.57805504,73.81267575,-0.383609864,6901599053,0.229105676,813.8998183,0.866538328,0.724444289,103.7329149,143.1896371,156.8693724,161.9691329,141.6827442,163.6429039,1266571.875,124.0793088,0.737608792,76749.9203,0.060596577,1266741,11.92898133,60.25528578,-3.819864015,5.216987502,0.020227764,0.834339966,0.414512037,1.093144964,0.294043047,0.801881214,0.798377298,0.990721896,0.948960147,-0.383471686,0.898833169,0.367596905,3.277562152,0.107096626,3.566074808,0.835276757,0.210991245,6.555124305,3.047545402,1.421964022,290217.5528,0.234792242,1.441958961,10.03408434,209385953.4,2671100058,27665521.27,0.477681891,417.2010399,0.241017354,0.503572341,5.626637174,0.212431411,5.220772619,0.001366499,208850426.2,10.65631424,12.91965424,177.5328002,2.522211013,0.207473438,4.558728655,143295.1662,0.276293038,0.399402088,6.191951994,0.516812221,5.012290904,0.113212902,3450.901037,1.21E-05,6.3656431,0.000225344,6.480602152,63383.27097,0.050036488,32.39642771,11.99574657,308.4727873,4180.980488,58.39877693,0.197460737,0.006858315,0.071201571,0.0018173,1
24,119,7908838745,2.365909247,56,2.027497039,186,28.82264906,76.95707927,83,1,185,22.72587393,84.1290158,-0.390831442,7908838745,0.211986159,1155.299251,0.850450161,0.705367869,98.48305236,139.6194194,150.9436981,155.9390907,134.4061011,159.2545133,1117171,118.7393578,0.721572813,72157.87449,0.064589821,1117432,14.6978033,104.7556371,-7.878492864,6.935734379,0.02044369,0.850056951,0.453508146,1.185508277,0.349885189,0.790362075,0.78403516,0.991532911,0.950789214,-0.386708383,0.911182641,0.367279418,3.61997447,0.102835687,3.797057823,0.854346462,0.216865117,7.23994894,3.19690815,1.874342841,236880.1176,0.203437379,1.908620853,18.30736393,139006165.6,2309879941,16408367.48,0.352374549,468.2315902,0.249856772,0.51200518,9.489521503,0.16500498,5.247433262,0.00167706,138650613.7,12.75667065,13.78605515,249.9623384,2.156792147,0.194560658,4.614843167,148300.9076,0.312916204,0.415552597,7.639341703,0.5658127,6.541127593,0.111880519,1988.741144,1.53E-05,8.673550589,0.000381909,6.575874839,53088.72712,0.047509582,39.81915281,14.7468186,302.1176644,5178.632383,53.29251387,0.185834234,0.008178993,0.106891487,0.00185952,1
27,140,15190460062,2.528683519,66,2.043291413,174,33.80243274,90.72187098,97,2,172,26.66291049,99.17201038,-0.424713961,12665335761,0.186388645,1604.62977,0.779789271,0.716406824,107.3001099,149.7753878,145.6763592,166.2197604,150.1590166,168.9657204,1287626.122,116.7932404,0.727761261,78648.12552,0.061079939,1287770.503,19.65830837,201.0649155,-14.60145418,9.662196495,0.037317568,0.875981248,0.489141666,1.249137105,0.391645257,0.778671757,0.770279759,0.987649814,0.940872506,-0.403032474,0.928124925,0.373443039,4.171597104,0.089387596,4.016669887,0.878931824,0.206476401,8.343194208,3.357007315,2.57508802,287880.4302,0.182134757,2.627463137,27.25877712,170271677.5,4023056272,13282927.97,0.290531936,491.3337278,0.193820011,0.443381108,12.31190223,0.121252184,5.642780652,0.00164129,169900459.1,16.38989522,13.42876101,340.0412272,1.886661644,0.16108149,4.648565816,232878.8895,0.342808875,0.431741843,7.76130622,0.598328305,8.768192976,0.097581083,2864.581081,1.25E-05,5.385054527,0.000201928,6.66230255,74488.63918,0.048227788,43.2328447,19.685929,292.0743864,6980.568854,44.60537071,0.156623343,0.008852442,0.144499986,0.001691671,1
34,120,11791073195,2.270521307,45,2.424262656,191,25.04886291,81.4022751,85,2,189,18.65258147,87.01941994,-0.506791281,9834164682,0.234806935,946.049055,0.868611249,0.710964987,103.3663494,145.3888044,150.387217,167.1304547,143.2910872,170.44029,1298402.627,126.286351,0.730416149,78798.87456,0.060689091,1298688.84,15.69272805,83.8222789,-7.441527724,5.617549117,0.015519808,0.85158661,0.390710171,1.076994843,0.292484847,0.814049568,0.810526405,0.993174863,0.957232096,-0.410893065,0.914223697,0.343004019,3.794823853,0.123236694,3.574912093,0.855196788,0.222742997,7.589647706,3.081507441,1.516792358,365621.6353,0.213135226,1.567193662,18.7825451,273579859.4,4770251121,21277633.39,0.360543185,375.7771819,0.183216568,0.424497611,8.109406802,0.144046,5.499409648,0.001317179,273003477.1,13.65105025,16.56343309,307.4559303,1.90659378,0.165502435,4.784090708,159724.2207,0.267020506,0.374730048,8.900773834,0.509105083,6.182619271,0.094461798,2585.808479,1.09E-05,7.88718816,0.000273017,6.463658714,77903.07928,0.050030363,36.48354461,15.69176606,334.2882406,5925.023935,41.6704173,0.143621824,0.006564883,0.089336624,0.00146212,1
29,106,8974608158,2.162822743,42,2.17991915,134,23.10566363,72.91583148,78,6,128,17.84587926,77.93674066,-0.479142061,7511407071,0.244096964,757.4170652,0.862236487,0.700415749,101.0998535,144.3426332,155.241626,159.5553021,140.1928855,163.1903733,1236457.113,124.457485,0.724520502,76892.88396,0.062188072,1236621.576,13.20846894,60.11558183,-5.482093924,4.983362301,0.024027742,0.849842263,0.363433131,1.026420434,0.268130029,0.824959235,0.822358728,0.989250074,0.948803194,-0.419487854,0.910290381,0.328873216,3.473274715,0.129078421,3.396298883,0.850456819,0.260442218,6.94654943,2.953676183,1.346887941,360656.1936,0.241109381,1.371875497,6.908286404,422463121.7,6162271813,41164510.91,0.605342585,243.0756235,0.19555561,0.443366609,3.309341228,0.253873154,5.317759226,0.000841279,421050194.5,11.22439177,17.80464863,280.9401447,2.637121251,0.183972399,4.682355634,134296.8262,0.248663276,0.356057501,9.284216718,0.48471991,4.677769305,0.099084188,4457.827698,1.10E-05,3.664941072,0.000132674,6.301470483,79287.34038,0.053662739,35.31044722,13.23484682,350.1069298,5286.620238,52.80584718,0.165273317,0.005639589,0.05862225,0.001419338,1
30,95,6997593263,1.939110669,38,2.208447054,134,20.02781965,66.42311158,70,6,128,15.45341075,70.56909521,-0.455046085,5864181409,0.29670262,567.9674467,0.744639075,0.654413345,99.38354756,151.8666273,172.0448527,170.2165256,128.8742403,172.2152632,1177321.491,113.0858248,0.733263083,73533.91443,0.062458653,1177547.13,10.89033011,31.11762231,-3.380115122,3.470850486,0.015418272,0.828346408,0.306121696,0.928095637,0.228966475,0.850142071,0.848881779,0.991282795,0.956613571,-0.419644127,0.891064701,0.289452308,3.178674917,0.178829473,3.036949111,0.830092672,0.331596844,6.357349834,2.67996611,0.949099632,416908.7194,0.270158737,0.973087659,9.419188667,370573689.9,4522775331,38776681.47,0.536804393,257.0141661,0.165495278,0.404061807,4.101661287,0.193600262,5.540804401,0.001105228,369755043.7,9.320319263,26.79206581,347.979057,3.588250847,0.209769356,4.776208138,96971.4283,0.216083424,0.31004362,15.42452883,0.435514541,3.570347683,0.106841988,4123.289998,1.13E-05,3.571169433,0.000144119,5.962621095,89338.7953,0.063579996,34.29294765,10.90834294,392.9735884,4766.460714,58.82951215,0.173939198,0.005006076,0.046412615,0.001424972,1
28,104,10128638701,2.12701541,42,2.146367526,148,23.00136819,73.19301674,80,7,141,17.86830681,78.1019223,-0.558692723,8311071559,0.257229965,742.6925665,0.821000317,0.700646889,105.5604695,150.6614403,169.6693048,167.8411087,140.2957506,173.3083003,1362317.688,123.6930902,0.736022144,80744.35579,0.059269843,1362490.79,13.2002474,60.23576695,-6.288364826,4.93382653,0.023214205,0.850064939,0.352831225,1.02437944,0.271328439,0.831268407,0.828261479,0.989397965,0.950425447,-0.418041686,0.906922724,0.312956264,3.47371003,0.142285119,3.345231347,0.851670795,0.300785354,6.947420061,2.90545467,1.333357351,427119.2953,0.23815381,1.351504792,9.2517892,452206196.8,6680519559,41878145.33,0.502170534,332.3897202,0.216258764,0.472705316,4.55293413,0.227548079,5.318040145,0.000925649,451039098.3,11.47451548,19.22467533,284.3849926,3.175657785,0.180916045,4.753346143,140892.7563,0.241990274,0.341999823,10.0079026,0.482957074,4.787905582,0.096843609,4843.949816,9.70E-06,3.615172376,0.000119796,6.308252542,89403.72673,0.053842844,38.16697558,13.24105713,366.0668063,5389.838129,56.54313865,0.165313201,0.005757218,0.062539756,0.00136588,1
27,127,10494183328,2.466896114,57,2.16152723,157,30.04997841,84.89240242,92,1,156,23.35518794,92.1230125,-0.53357561,10494183328,0.194886814,1279.929443,0.878711561,0.707976432,101.3389854,143.138925,157.0127383,157.6642001,141.8731828,163.4931191,1236279.792,125.7778282,0.73278898,76017.98872,0.061489308,1236552,17.52536506,147.8944311,-10.84334586,7.997096909,0.034103435,0.852718364,0.495626396,1.244718654,0.382346634,0.773925771,0.766079042,0.987685939,0.939931788,-0.378946937,0.914452434,0.387429095,3.960400875,0.08534782,3.974498374,0.855379188,0.179069196,7.920801749,3.319873104,2.158032095,240987.6795,0.191740086,2.208597635,15.67693139,158240241.4,3059944516,15788726.04,0.393920976,488.465154,0.263892574,0.527532968,9.325081343,0.177029642,5.209612396,0.001496904,157793956.7,15.31202179,10.82372595,222.6939337,1.746343202,0.166001879,4.593786186,184593.6873,0.330489609,0.443153095,5.442211708,0.583781313,8.010908705,0.10090241,2866.020208,1.34E-05,6.051079494,0.000217002,6.714438596,57795.06741,0.04673889,37.46161307,17.5692296,277.0307015,5683.568749,44.07694172,0.161356489,0.008977892,0.128350236,0.001866279,1
